event_id,session_id,session_date,session_type,opponent,game_minute,shooter_role,shot_type,velocity_kmh,target_y,target_z,reaction_time_ms,acceleration_g,technique,heart_rate,outcome
evt_00627,S_023,2023-12-17,TRAINING,N/A,33,LW,7M,103,2.82,1.85,400,2.19,SPLIT,142,GOAL
evt_00628,S_023,2023-12-17,TRAINING,N/A,36,CB,HIP,83,0.48,1.74,496,1.92,BASIC,128,GOAL
evt_00629,S_023,2023-12-17,TRAINING,N/A,38,RB,LOB,110,1.74,0.68,194,4.17,KICK,125,SAVE
evt_00630,S_023,2023-12-17,TRAINING,N/A,40,PV,7M,88,2.85,0.15,488,2.38,SPLIT,123,GOAL
evt_00631,S_023,2023-12-17,TRAINING,N/A,42,RW,BOUNCE,75,2.68,0.24,405,2.75,BASIC,154,GOAL
evt_00632,S_023,2023-12-17,TRAINING,N/A,45,LB,7M,86,1.87,0.62,192,4.38,SPLIT,133,SAVE
evt_00633,S_023,2023-12-17,TRAINING,N/A,47,LB,HIP,96,1.43,0.69,202,5.98,KICK,151,SAVE
evt_00634,S_023,2023-12-17,TRAINING,N/A,49,RW,LOB,72,2.29,0.76,189,5.29,SPLIT,154,SAVE
evt_00635,S_023,2023-12-17,TRAINING,N/A,51,RW,7M,98,2.65,0.38,384,2.23,BASIC,149,GOAL
evt_00636,S_023,2023-12-17,TRAINING,N/A,54,PV,LOB,100,1.99,0.64,201,5.72,SPLIT,148,SAVE
evt_00637,S_023,2023-12-17,TRAINING,N/A,56,PV,7M,71,2.44,1.18,230,5.6,BASIC,156,SAVE
evt_00638,S_023,2023-12-17,TRAINING,N/A,58,RW,7M,93,1.12,1.4,201,4.53,STAR,156,SAVE
evt_00639,S_023,2023-12-17,TRAINING,N/A,60,RB,7M,110,2.62,0.4,349,2.07,BASIC,165,GOAL
evt_00640,S_023,2023-12-17,TRAINING,N/A,62,CB,BOUNCE,76,2.82,0.36,425,2.11,SPLIT,143,GOAL
evt_00641,S_023,2023-12-17,TRAINING,N/A,65,CB,7M,85,2.55,1.71,361,1.04,SPLIT,164,GOAL
evt_00642,S_023,2023-12-17,TRAINING,N/A,67,RW,LOB,105,0.35,0.42,492,2.7,BASIC,154,GOAL
evt_00643,S_023,2023-12-17,TRAINING,N/A,69,LW,HIP,110,2.59,1.85,452,2.45,BASIC,148,GOAL
evt_00644,S_023,2023-12-17,TRAINING,N/A,72,CB,BOUNCE,78,1.91,1.05,212,4.15,STAR,168,SAVE
evt_00645,S_023,2023-12-17,TRAINING,N/A,74,LB,BOUNCE,106,1.66,0.97,270,5.78,STAR,173,SAVE
evt_00646,S_023,2023-12-17,TRAINING,N/A,76,RB,LOB,87,1.72,1.4,295,2.81,BASIC,174,MISS
evt_00647,S_023,2023-12-17,TRAINING,N/A,78,RW,7M,73,1.9,0.8,302,2.39,BASIC,171,MISS
evt_00648,S_023,2023-12-17,TRAINING,N/A,81,CB,JUMP,87,0.39,1.6,406,1.87,SPLIT,176,GOAL
evt_00649,S_023,2023-12-17,TRAINING,N/A,83,CB,7M,85,0.39,0.44,368,2.43,SPLIT,161,GOAL
evt_00650,S_023,2023-12-17,TRAINING,N/A,85,RW,BOUNCE,71,0.42,0.46,371,2.44,SPLIT,151,GOAL
evt_00651,S_023,2023-12-17,TRAINING,N/A,87,CB,HIP,89,2.01,1.12,186,3.88,SPLIT,176,SAVE
evt_00652,S_024,2023-12-20,GAME,SL BENFICA,1,LB,LOB,110,1.01,1.44,255,5.81,STAR,144,SAVE
evt_00653,S_024,2023-12-20,GAME,SL BENFICA,1,CB,BOUNCE,81,1.92,0.63,340,2.75,BASIC,146,MISS
evt_00654,S_024,2023-12-20,GAME,SL BENFICA,3,LB,LOB,70,2.62,1.71,421,1.08,BASIC,134,GOAL
evt_00655,S_024,2023-12-20,GAME,SL BENFICA,4,CB,HIP,104,2.58,1.78,316,1.43,BASIC,125,GOAL
evt_00656,S_024,2023-12-20,GAME,SL BENFICA,6,LB,LOB,101,2.65,1.76,378,1.74,BASIC,123,GOAL
evt_00657,S_024,2023-12-20,GAME,SL BENFICA,7,LB,JUMP,99,0.48,1.81,335,1.11,SPLIT,150,GOAL
evt_00658,S_024,2023-12-20,GAME,SL BENFICA,9,CB,LOB,85,0.2,1.81,404,3.3,BASIC,139,GOAL
evt_00659,S_024,2023-12-20,GAME,SL BENFICA,11,PV,BOUNCE,71,1.63,0.84,227,4.36,SPLIT,128,SAVE
evt_00660,S_024,2023-12-20,GAME,SL BENFICA,12,LB,JUMP,87,0.2,1.75,345,1.8,BASIC,156,GOAL
evt_00661,S_024,2023-12-20,GAME,SL BENFICA,14,PV,LOB,83,1.22,0.71,244,3.73,STAR,157,SAVE
evt_00662,S_024,2023-12-20,GAME,SL BENFICA,15,LB,HIP,104,2.65,0.2,500,2.05,SPLIT,133,GOAL
evt_00663,S_024,2023-12-20,GAME,SL BENFICA,17,LB,HIP,89,2.51,1.59,451,1.63,SPLIT,139,GOAL
evt_00664,S_024,2023-12-20,GAME,SL BENFICA,18,PV,HIP,72,2.79,1.56,424,1.01,SPLIT,130,GOAL
evt_00665,S_024,2023-12-20,GAME,SL BENFICA,20,LB,7M,105,1.21,0.6,245,4.81,BASIC,161,SAVE
evt_00666,S_024,2023-12-20,GAME,SL BENFICA,22,RW,BOUNCE,84,0.93,0.88,216,5.81,STAR,150,SAVE
evt_00667,S_024,2023-12-20,GAME,SL BENFICA,23,LW,HIP,72,1.98,1.29,183,5.3,SPLIT,144,SAVE
evt_00668,S_024,2023-12-20,GAME,SL BENFICA,25,CB,LOB,105,2.67,1.56,363,2.87,SPLIT,140,GOAL
evt_00669,S_024,2023-12-20,GAME,SL BENFICA,26,RB,JUMP,107,2.8,1.71,332,3.13,SPLIT,157,GOAL
evt_00670,S_024,2023-12-20,GAME,SL BENFICA,28,LB,7M,88,0.55,1.05,226,5.41,STAR,165,SAVE
evt_00671,S_024,2023-12-20,GAME,SL BENFICA,30,RB,BOUNCE,100,0.28,1.7,444,2.48,SPLIT,162,GOAL
evt_00672,S_024,2023-12-20,GAME,SL BENFICA,31,RB,HIP,78,0.23,1.52,353,3.05,SPLIT,163,GOAL
evt_00673,S_024,2023-12-20,GAME,SL BENFICA,33,RW,HIP,88,0.13,0.21,415,2.17,SPLIT,168,GOAL
evt_00674,S_024,2023-12-20,GAME,SL BENFICA,34,PV,HIP,98,0.14,1.72,384,2.02,SPLIT,159,GOAL
evt_00675,S_024,2023-12-20,GAME,SL BENFICA,36,LB,JUMP,103,1.92,0.52,210,5.89,BLOCK,155,SAVE
evt_00676,S_024,2023-12-20,GAME,SL BENFICA,37,PV,LOB,108,2.74,0.45,389,2.18,BASIC,141,GOAL
evt_00677,S_024,2023-12-20,GAME,SL BENFICA,39,PV,BOUNCE,110,2.56,0.33,434,2.01,SPLIT,157,GOAL
evt_00678,S_024,2023-12-20,GAME,SL BENFICA,41,LB,7M,109,2.4,0.77,218,5.53,SPLIT,161,SAVE
evt_00679,S_024,2023-12-20,GAME,SL BENFICA,42,RB,BOUNCE,72,0.38,1.57,303,3.21,SPLIT,169,GOAL
evt_00680,S_024,2023-12-20,GAME,SL BENFICA,44,RB,HIP,92,1.92,1.33,266,5.55,BASIC,160,SAVE
evt_00681,S_024,2023-12-20,GAME,SL BENFICA,45,LB,HIP,101,2.18,0.86,259,5.99,STAR,148,SAVE
evt_00682,S_024,2023-12-20,GAME,SL BENFICA,47,RB,BOUNCE,87,0.13,1.51,302,2.5,SPLIT,154,GOAL
evt_00683,S_024,2023-12-20,GAME,SL BENFICA,48,LW,HIP,75,0.4,1.81,295,2.68,BASIC,169,GOAL
evt_00684,S_024,2023-12-20,GAME,SL BENFICA,50,CB,JUMP,94,2.66,1.64,488,1.65,BASIC,153,GOAL
evt_00685,S_024,2023-12-20,GAME,SL BENFICA,52,LB,LOB,101,2.63,1.89,331,3.03,SPLIT,178,GOAL
evt_00686,S_024,2023-12-20,GAME,SL BENFICA,53,LB,LOB,81,0.21,1.58,445,3.14,BASIC,165,GOAL
evt_00687,S_024,2023-12-20,GAME,SL BENFICA,55,LB,BOUNCE,86,1.05,0.69,272,3.81,BASIC,169,SAVE
evt_00688,S_024,2023-12-20,GAME,SL BENFICA,56,PV,BOUNCE,82,2.69,1.51,490,3.28,SPLIT,172,GOAL
evt_00689,S_024,2023-12-20,GAME,SL BENFICA,58,PV,7M,101,2.66,0.26,351,3.24,BASIC,159,GOAL
evt_00690,S_025,2023-12-23,TRAINING,N/A,1,CB,7M,75,2.57,1.77,486,2.17,SPLIT,116,GOAL
evt_00691,S_025,2023-12-23,TRAINING,N/A,2,CB,BOUNCE,82,0.36,1.54,337,1.41,BASIC,110,GOAL
evt_00692,S_025,2023-12-23,TRAINING,N/A,4,RB,7M,106,2.67,1.77,337,1.33,BASIC,113,GOAL
evt_00693,S_025,2023-12-23,TRAINING,N/A,6,RW,LOB,104,0.47,0.12,353,1.66,BASIC,107,GOAL
evt_00694,S_025,2023-12-23,TRAINING,N/A,9,LB,LOB,110,1.55,1.09,253,4.01,BLOCK,131,SAVE
evt_00695,S_025,2023-12-23,TRAINING,N/A,11,RB,7M,83,2.75,0.18,296,1.56,BASIC,111,GOAL
evt_00696,S_025,2023-12-23,TRAINING,N/A,13,RB,BOUNCE,80,2.89,0.46,359,2.3,BASIC,116,GOAL
evt_00697,S_025,2023-12-23,TRAINING,N/A,15,LB,JUMP,95,2.67,1.82,436,2.74,SPLIT,132,GOAL
evt_00698,S_025,2023-12-23,TRAINING,N/A,18,RB,JUMP,97,2.77,0.46,408,3.08,BASIC,122,GOAL
evt_00699,S_025,2023-12-23,TRAINING,N/A,20,PV,HIP,103,0.43,0.33,482,2.27,SPLIT,122,GOAL
evt_00700,S_025,2023-12-23,TRAINING,N/A,22,LW,HIP,87,1.98,1.29,347,1.6,BASIC,128,MISS
evt_00701,S_025,2023-12-23,TRAINING,N/A,24,LW,LOB,84,2.51,1.83,457,2.66,SPLIT,132,GOAL
evt_00702,S_025,2023-12-23,TRAINING,N/A,27,RW,HIP,104,1.88,0.79,271,5.97,BLOCK,122,SAVE
evt_00703,S_025,2023-12-23,TRAINING,N/A,29,RW,7M,73,0.38,0.11,400,1.18,BASIC,146,GOAL
evt_00704,S_025,2023-12-23,TRAINING,N/A,31,CB,HIP,105,0.39,0.46,392,1.52,BASIC,142,GOAL
evt_00705,S_025,2023-12-23,TRAINING,N/A,33,RW,BOUNCE,83,0.37,0.37,354,1.37,SPLIT,147,GOAL
evt_00706,S_025,2023-12-23,TRAINING,N/A,36,CB,BOUNCE,89,0.35,1.64,344,3.24,BASIC,151,GOAL
evt_00707,S_025,2023-12-23,TRAINING,N/A,38,RW,LOB,90,0.3,1.54,313,2.43,BASIC,126,GOAL
evt_00708,S_025,2023-12-23,TRAINING,N/A,40,LB,BOUNCE,93,2.77,0.32,291,2.76,SPLIT,140,GOAL
evt_00709,S_025,2023-12-23,TRAINING,N/A,42,CB,JUMP,107,0.58,1.27,239,3.66,BLOCK,127,SAVE
evt_00710,S_025,2023-12-23,TRAINING,N/A,45,PV,JUMP,81,1.89,0.96,207,2.85,BASIC,130,MISS
evt_00711,S_025,2023-12-23,TRAINING,N/A,47,LW,LOB,108,0.14,0.25,419,1.56,BASIC,127,GOAL
evt_00712,S_025,2023-12-23,TRAINING,N/A,49,RW,HIP,70,0.21,1.51,334,2.98,BASIC,142,GOAL
evt_00713,S_025,2023-12-23,TRAINING,N/A,51,RW,JUMP,77,0.28,0.48,436,1.14,SPLIT,136,GOAL
evt_00714,S_025,2023-12-23,TRAINING,N/A,54,PV,HIP,99,0.15,0.39,369,2.04,SPLIT,138,GOAL
evt_00715,S_025,2023-12-23,TRAINING,N/A,56,RB,LOB,84,2.55,0.16,297,1.37,BASIC,158,GOAL
evt_00716,S_025,2023-12-23,TRAINING,N/A,58,PV,LOB,71,1.22,0.9,199,5.5,KICK,135,SAVE
evt_00717,S_025,2023-12-23,TRAINING,N/A,60,CB,HIP,73,2.76,1.85,370,2.9,SPLIT,150,GOAL
evt_00718,S_025,2023-12-23,TRAINING,N/A,62,PV,LOB,97,0.2,1.82,315,2.95,BASIC,142,GOAL
evt_00719,S_025,2023-12-23,TRAINING,N/A,65,PV,BOUNCE,80,0.43,1.78,338,2.99,SPLIT,148,GOAL
evt_00720,S_025,2023-12-23,TRAINING,N/A,67,RW,7M,105,0.38,0.27,331,2.97,BASIC,152,GOAL
evt_00721,S_025,2023-12-23,TRAINING,N/A,69,RB,HIP,104,0.99,1.15,207,5.32,STAR,148,SAVE
evt_00722,S_025,2023-12-23,TRAINING,N/A,72,CB,LOB,102,1.21,0.7,266,2.85,BASIC,163,MISS
evt_00723,S_025,2023-12-23,TRAINING,N/A,74,RW,BOUNCE,103,0.44,0.29,426,3.04,SPLIT,170,GOAL
evt_00724,S_025,2023-12-23,TRAINING,N/A,76,LB,BOUNCE,77,0.24,0.34,379,1.23,BASIC,160,GOAL
evt_00725,S_025,2023-12-23,TRAINING,N/A,78,CB,JUMP,103,2.53,1.76,474,2.04,SPLIT,164,GOAL
evt_00726,S_025,2023-12-23,TRAINING,N/A,81,PV,JUMP,88,0.83,1.34,244,4.17,STAR,148,SAVE
evt_00727,S_025,2023-12-23,TRAINING,N/A,83,CB,BOUNCE,82,2.48,1.03,217,3.8,BLOCK,161,SAVE
evt_00728,S_025,2023-12-23,TRAINING,N/A,85,LW,7M,73,0.74,0.85,240,5.25,STAR,163,SAVE
evt_00729,S_025,2023-12-23,TRAINING,N/A,87,RB,LOB,83,2.18,0.52,241,4.44,KICK,180,SAVE
evt_00730,S_026,2023-12-30,GAME,FC PORTO,1,RB,HIP,88,2.54,1.82,330,3.03,SPLIT,140,GOAL
evt_00731,S_026,2023-12-30,GAME,FC PORTO,1,CB,HIP,106,2.61,1.56,344,2.32,BASIC,125,GOAL
evt_00732,S_026,2023-12-30,GAME,FC PORTO,3,LW,JUMP,83,2.7,1.81,405,1.03,BASIC,123,GOAL
evt_00733,S_026,2023-12-30,GAME,FC PORTO,5,LW,HIP,83,0.33,0.16,490,2.52,SPLIT,149,GOAL
evt_00734,S_026,2023-12-30,GAME,FC PORTO,6,RB,BOUNCE,84,1.91,0.82,241,4.29,BLOCK,142,SAVE
evt_00735,S_026,2023-12-30,GAME,FC PORTO,8,PV,BOUNCE,74,1.19,0.78,251,5.84,BASIC,147,SAVE
evt_00736,S_026,2023-12-30,GAME,FC PORTO,10,RW,HIP,90,0.32,1.83,333,1.38,SPLIT,137,GOAL
evt_00737,S_026,2023-12-30,GAME,FC PORTO,11,PV,LOB,82,2.7,0.37,456,2.8,BASIC,132,GOAL
evt_00738,S_026,2023-12-30,GAME,FC PORTO,13,LW,HIP,75,1.79,1.34,276,4.43,STAR,132,SAVE
evt_00739,S_026,2023-12-30,GAME,FC PORTO,15,LB,BOUNCE,96,1.86,1.19,278,3.6,STAR,138,SAVE
evt_00740,S_026,2023-12-30,GAME,FC PORTO,16,RW,HIP,101,0.87,1.41,185,4.22,BASIC,144,SAVE
evt_00741,S_026,2023-12-30,GAME,FC PORTO,18,RW,JUMP,85,1.08,0.72,344,1.75,BASIC,152,MISS
evt_00742,S_026,2023-12-30,GAME,FC PORTO,20,CB,LOB,101,0.22,1.68,484,1.83,SPLIT,148,GOAL
evt_00743,S_026,2023-12-30,GAME,FC PORTO,21,LB,7M,88,2.61,0.1,324,3.02,SPLIT,139,GOAL
evt_00744,S_026,2023-12-30,GAME,FC PORTO,23,RW,7M,100,0.21,1.88,428,1.53,SPLIT,156,GOAL
evt_00745,S_026,2023-12-30,GAME,FC PORTO,25,RB,BOUNCE,90,2.89,0.4,453,2.66,SPLIT,134,GOAL
evt_00746,S_026,2023-12-30,GAME,FC PORTO,26,LB,JUMP,108,2.51,1.72,415,3.06,SPLIT,159,GOAL
evt_00747,S_026,2023-12-30,GAME,FC PORTO,28,LW,LOB,107,2.86,0.14,455,3.23,BASIC,156,GOAL
evt_00748,S_026,2023-12-30,GAME,FC PORTO,30,LW,LOB,81,0.93,1.16,222,1.47,BASIC,164,MISS
evt_00749,S_026,2023-12-30,GAME,FC PORTO,31,CB,BOUNCE,77,2.5,1.66,444,2.58,SPLIT,164,GOAL
evt_00750,S_026,2023-12-30,GAME,FC PORTO,33,RW,LOB,102,1.9,0.62,301,1.87,BASIC,169,MISS
evt_00751,S_026,2023-12-30,GAME,FC PORTO,35,CB,JUMP,77,2.15,1.05,328,1.32,BASIC,168,MISS
evt_00752,S_026,2023-12-30,GAME,FC PORTO,36,PV,LOB,92,0.51,0.9,207,5.98,KICK,148,SAVE
evt_00753,S_026,2023-12-30,GAME,FC PORTO,38,RW,LOB,108,2.86,1.53,422,2.8,BASIC,152,GOAL
evt_00754,S_026,2023-12-30,GAME,FC PORTO,40,CB,LOB,99,0.5,1.56,464,1.89,BASIC,145,GOAL
evt_00755,S_026,2023-12-30,GAME,FC PORTO,41,LW,LOB,71,0.44,1.65,365,1.36,BASIC,147,GOAL
evt_00756,S_026,2023-12-30,GAME,FC PORTO,43,PV,HIP,103,1.52,0.9,265,3.88,STAR,166,SAVE
evt_00757,S_026,2023-12-30,GAME,FC PORTO,45,RB,HIP,78,2.61,1.53,345,1.87,SPLIT,157,GOAL
evt_00758,S_026,2023-12-30,GAME,FC PORTO,46,RB,BOUNCE,74,0.28,0.4,475,3.34,BASIC,173,GOAL
evt_00759,S_026,2023-12-30,GAME,FC PORTO,48,PV,7M,109,2.55,0.39,420,2.23,BASIC,156,GOAL
evt_00760,S_026,2023-12-30,GAME,FC PORTO,50,RW,JUMP,81,0.75,1.23,267,5.76,BLOCK,157,SAVE
evt_00761,S_026,2023-12-30,GAME,FC PORTO,51,CB,LOB,96,0.14,1.78,382,2.29,BASIC,164,GOAL
evt_00762,S_026,2023-12-30,GAME,FC PORTO,53,LW,LOB,88,0.24,0.34,381,1.75,SPLIT,178,GOAL
evt_00763,S_026,2023-12-30,GAME,FC PORTO,55,LB,LOB,105,0.68,1.13,226,4.12,BLOCK,157,SAVE
evt_00764,S_026,2023-12-30,GAME,FC PORTO,56,CB,BOUNCE,97,2.85,0.27,423,1.37,BASIC,161,GOAL
evt_00765,S_026,2023-12-30,GAME,FC PORTO,58,RB,BOUNCE,87,2.61,1.77,317,2.44,BASIC,165,GOAL
evt_00766,S_027,2024-01-05,TRAINING,N/A,1,RW,7M,75,0.59,1.02,218,3.66,KICK,116,SAVE
evt_00767,S_027,2024-01-05,TRAINING,N/A,5,LB,HIP,103,0.34,1.54,324,2.47,BASIC,112,GOAL
evt_00768,S_027,2024-01-05,TRAINING,N/A,10,LW,HIP,97,2.78,1.66,322,1.9,BASIC,110,GOAL
evt_00769,S_027,2024-01-05,TRAINING,N/A,15,LW,BOUNCE,95,1.05,0.68,249,5.73,STAR,131,SAVE
evt_00770,S_027,2024-01-05,TRAINING,N/A,20,CB,HIP,76,1.33,1.21,218,4.59,STAR,135,SAVE
evt_00771,S_027,2024-01-05,TRAINING,N/A,25,PV,BOUNCE,99,1.15,1.46,209,3.6,BASIC,124,SAVE
evt_00772,S_027,2024-01-05,TRAINING,N/A,30,RW,JUMP,94,0.54,0.99,245,3.91,BLOCK,147,SAVE
evt_00773,S_027,2024-01-05,TRAINING,N/A,35,CB,BOUNCE,85,0.86,1.27,218,3.78,KICK,133,SAVE
evt_00774,S_027,2024-01-05,TRAINING,N/A,40,RB,HIP,106,0.39,0.45,428,1.31,SPLIT,128,GOAL
evt_00775,S_027,2024-01-05,TRAINING,N/A,45,LW,LOB,72,1.0,1.08,194,4.64,SPLIT,150,SAVE
evt_00776,S_027,2024-01-05,TRAINING,N/A,50,CB,BOUNCE,92,2.85,1.57,462,1.46,SPLIT,154,GOAL
evt_00777,S_027,2024-01-05,TRAINING,N/A,55,RB,LOB,78,0.4,0.28,496,2.32,BASIC,151,GOAL
evt_00778,S_027,2024-01-05,TRAINING,N/A,60,LB,JUMP,78,1.45,0.67,260,5.61,SPLIT,144,SAVE
evt_00779,S_027,2024-01-05,TRAINING,N/A,65,PV,JUMP,108,0.65,1.05,196,5.96,BASIC,150,SAVE
evt_00780,S_027,2024-01-05,TRAINING,N/A,70,LB,LOB,79,0.16,0.3,365,1.86,BASIC,158,GOAL
evt_00781,S_027,2024-01-05,TRAINING,N/A,75,CB,JUMP,81,2.76,0.23,355,1.57,SPLIT,146,GOAL
evt_00782,S_027,2024-01-05,TRAINING,N/A,80,CB,7M,103,2.16,0.64,266,3.59,KICK,164,SAVE
evt_00783,S_027,2024-01-05,TRAINING,N/A,85,RB,7M,83,1.88,0.85,194,4.46,STAR,164,SAVE
evt_00784,S_028,2024-01-11,TRAINING,N/A,1,LB,BOUNCE,88,2.29,0.68,370,2.98,BASIC,102,MISS
evt_00785,S_028,2024-01-11,TRAINING,N/A,3,LW,JUMP,72,0.29,0.16,435,1.09,BASIC,103,GOAL
evt_00786,S_028,2024-01-11,TRAINING,N/A,7,PV,7M,79,0.7,1.07,279,4.06,SPLIT,121,SAVE
evt_00787,S_028,2024-01-11,TRAINING,N/A,11,CB,LOB,81,2.11,1.07,211,5.68,KICK,124,SAVE
evt_00788,S_028,2024-01-11,TRAINING,N/A,15,RW,7M,75,1.42,1.44,269,4.64,BLOCK,131,SAVE
evt_00789,S_028,2024-01-11,TRAINING,N/A,18,LW,JUMP,104,2.67,1.89,456,2.97,BASIC,117,GOAL
evt_00790,S_028,2024-01-11,TRAINING,N/A,22,LW,LOB,101,0.83,0.7,242,4.82,STAR,135,SAVE
evt_00791,S_028,2024-01-11,TRAINING,N/A,26,LW,HIP,83,0.48,0.48,429,2.21,SPLIT,120,GOAL
evt_00792,S_028,2024-01-11,TRAINING,N/A,30,LW,JUMP,97,2.81,1.83,369,1.93,SPLIT,138,GOAL
evt_00793,S_028,2024-01-11,TRAINING,N/A,33,LW,JUMP,93,2.86,0.36,402,1.1,SPLIT,123,GOAL
evt_00794,S_028,2024-01-11,TRAINING,N/A,37,CB,LOB,103,1.37,0.78,190,5.22,STAR,123,SAVE
evt_00795,S_028,2024-01-11,TRAINING,N/A,41,PV,BOUNCE,91,0.37,1.61,304,1.78,SPLIT,125,GOAL
evt_00796,S_028,2024-01-11,TRAINING,N/A,45,RB,7M,102,1.56,1.39,196,4.58,BASIC,153,SAVE
evt_00797,S_028,2024-01-11,TRAINING,N/A,48,LW,LOB,86,2.87,0.26,484,2.94,BASIC,135,GOAL
evt_00798,S_028,2024-01-11,TRAINING,N/A,52,RB,7M,75,0.13,1.7,431,1.31,SPLIT,141,GOAL
evt_00799,S_028,2024-01-11,TRAINING,N/A,56,PV,7M,87,2.58,1.71,465,2.45,SPLIT,135,GOAL
evt_00800,S_028,2024-01-11,TRAINING,N/A,60,LW,LOB,89,0.94,1.15,263,4.24,STAR,153,SAVE
evt_00801,S_028,2024-01-11,TRAINING,N/A,63,CB,HIP,105,1.29,0.93,310,1.89,BASIC,137,MISS
evt_00802,S_028,2024-01-11,TRAINING,N/A,67,LB,BOUNCE,87,2.36,1.38,213,4.7,BLOCK,143,SAVE
evt_00803,S_028,2024-01-11,TRAINING,N/A,71,PV,LOB,87,0.31,1.85,487,2.64,BASIC,165,GOAL
evt_00804,S_028,2024-01-11,TRAINING,N/A,75,RW,7M,103,0.41,1.8,335,2.88,SPLIT,159,GOAL
evt_00805,S_028,2024-01-11,TRAINING,N/A,78,LW,LOB,97,0.35,0.47,363,3.31,BASIC,149,GOAL
evt_00806,S_028,2024-01-11,TRAINING,N/A,82,RB,JUMP,102,1.99,1.22,305,1.48,BASIC,167,MISS
evt_00807,S_028,2024-01-11,TRAINING,N/A,86,LW,HIP,94,2.16,1.35,236,5.87,BLOCK,160,SAVE
evt_00808,S_029,2024-01-18,GAME,VITORIA SC,1,RB,LOB,75,1.94,1.21,210,5.16,STAR,139,SAVE
evt_00809,S_029,2024-01-18,GAME,VITORIA SC,3,RB,7M,107,2.53,0.25,494,1.89,BASIC,150,GOAL
evt_00810,S_029,2024-01-18,GAME,VITORIA SC,7,RB,BOUNCE,92,2.12,0.72,215,5.46,KICK,144,SAVE
evt_00811,S_029,2024-01-18,GAME,VITORIA SC,11,CB,LOB,89,2.6,1.76,461,3.3,SPLIT,147,GOAL
evt_00812,S_029,2024-01-18,GAME,VITORIA SC,15,LW,BOUNCE,74,1.53,0.55,236,5.81,KICK,134,SAVE
evt_00813,S_029,2024-01-18,GAME,VITORIA SC,18,LB,JUMP,107,2.83,0.2,401,1.57,SPLIT,155,GOAL
evt_00814,S_029,2024-01-18,GAME,VITORIA SC,22,RW,LOB,100,1.06,1.12,270,5.53,BLOCK,150,SAVE
evt_00815,S_029,2024-01-18,GAME,VITORIA SC,26,PV,7M,74,0.28,0.21,444,2.59,BASIC,158,GOAL
evt_00816,S_029,2024-01-18,GAME,VITORIA SC,30,LB,LOB,83,1.4,1.46,224,4.21,KICK,139,SAVE
evt_00817,S_029,2024-01-18,GAME,VITORIA SC,33,LB,LOB,92,0.37,0.28,431,2.0,BASIC,151,GOAL
evt_00818,S_029,2024-01-18,GAME,VITORIA SC,37,LB,BOUNCE,74,0.18,0.37,356,2.69,BASIC,160,GOAL
evt_00819,S_029,2024-01-18,GAME,VITORIA SC,41,CB,BOUNCE,102,0.15,1.55,387,3.25,SPLIT,171,GOAL
evt_00820,S_029,2024-01-18,GAME,VITORIA SC,45,LB,HIP,85,1.25,0.51,200,4.49,BLOCK,156,SAVE
evt_00821,S_029,2024-01-18,GAME,VITORIA SC,48,CB,LOB,101,1.29,1.47,209,3.69,STAR,155,SAVE
evt_00822,S_029,2024-01-18,GAME,VITORIA SC,52,LW,7M,98,1.57,1.17,239,5.81,SPLIT,166,SAVE
evt_00823,S_029,2024-01-18,GAME,VITORIA SC,56,RB,7M,105,2.01,1.29,219,5.17,BLOCK,174,SAVE
evt_00824,S_030,2024-01-22,GAME,VITORIA SC,1,RB,LOB,94,2.76,0.36,489,1.91,BASIC,137,GOAL
evt_00825,S_030,2024-01-22,GAME,VITORIA SC,2,RB,HIP,92,2.53,0.22,493,1.44,SPLIT,136,GOAL
evt_00826,S_030,2024-01-22,GAME,VITORIA SC,5,RW,7M,91,0.75,1.19,256,2.27,BASIC,134,MISS
evt_00827,S_030,2024-01-22,GAME,VITORIA SC,8,RB,JUMP,70,2.59,0.41,433,1.09,SPLIT,148,GOAL
evt_00828,S_030,2024-01-22,GAME,VITORIA SC,10,PV,7M,90,2.88,1.89,450,2.69,BASIC,129,GOAL
evt_00829,S_030,2024-01-22,GAME,VITORIA SC,13,LB,7M,102,1.6,0.57,373,1.34,BASIC,136,MISS
evt_00830,S_030,2024-01-22,GAME,VITORIA SC,16,CB,JUMP,86,2.3,0.62,362,2.92,BASIC,156,MISS
evt_00831,S_030,2024-01-22,GAME,VITORIA SC,19,PV,JUMP,82,2.71,1.6,476,1.28,BASIC,142,GOAL
evt_00832,S_030,2024-01-22,GAME,VITORIA SC,21,CB,7M,89,2.83,0.21,404,2.21,SPLIT,155,GOAL
evt_00833,S_030,2024-01-22,GAME,VITORIA SC,24,CB,HIP,77,2.68,1.83,361,1.49,SPLIT,157,GOAL
evt_00834,S_030,2024-01-22,GAME,VITORIA SC,27,PV,HIP,92,2.68,0.41,327,2.32,SPLIT,141,GOAL
evt_00835,S_030,2024-01-22,GAME,VITORIA SC,30,RW,7M,95,0.15,0.35,382,3.34,SPLIT,156,GOAL
evt_00836,S_030,2024-01-22,GAME,VITORIA SC,32,LB,HIP,76,2.52,0.38,439,2.24,SPLIT,151,GOAL
evt_00837,S_030,2024-01-22,GAME,VITORIA SC,35,CB,JUMP,94,2.84,1.83,320,1.39,BASIC,166,GOAL
evt_00838,S_030,2024-01-22,GAME,VITORIA SC,38,CB,7M,95,0.26,0.46,399,1.2,SPLIT,167,GOAL
